shapeid,partid,x,y,id
"2615",,129.75,37.9500000000001,"2615"
"2616",,129.8,37.9500000000001,"2616"
"2617",,129.85,37.9500000000001,"2617"
"2618",,129.9,37.9500000000001,"2618"
"2619",,129.95,37.9500000000001,"2619"
"2620",,130,37.9500000000001,"2620"
"2621",,130.05,37.9500000000001,"2621"
"2622",,130.1,37.9500000000001,"2622"
"2623",,130.15,37.9500000000001,"2623"
"2624",,130.2,37.9500000000001,"2624"
"2625",,130.25,37.9500000000001,"2625"
"2626",,130.3,37.9500000000001,"2626"
"2627",,130.35,37.9500000000001,"2627"
"2628",,130.4,37.9500000000001,"2628"
"2629",,130.45,37.9500000000001,"2629"
"2630",,130.5,37.9500000000001,"2630"
"2631",,130.55,37.9500000000001,"2631"
"2632",,130.6,37.9500000000001,"2632"
"2633",,130.65,37.9500000000001,"2633"
"2634",,130.7,37.9500000000001,"2634"
"2635",,130.75,37.9500000000001,"2635"
"2636",,130.8,37.9500000000001,"2636"
"2637",,130.85,37.9500000000001,"2637"
"2638",,130.9,37.9500000000001,"2638"
"2639",,130.950000000001,37.9500000000001,"2639"
"2640",,125,37.9000000000001,"2640"
"2641",,125.05,37.9000000000001,"2641"
"2642",,125.1,37.9000000000001,"2642"
"2643",,125.15,37.9000000000001,"2643"
"2644",,125.2,37.9000000000001,"2644"
"2645",,125.25,37.9000000000001,"2645"
"2646",,125.3,37.9000000000001,"2646"
"2647",,125.35,37.9000000000001,"2647"
"2648",,125.4,37.9000000000001,"2648"
"2649",,125.45,37.9000000000001,"2649"
"2650",,125.5,37.9000000000001,"2650"
"2651",,125.55,37.9000000000001,"2651"
"2652",,125.6,37.9000000000001,"2652"
"2653",,125.65,37.9000000000001,"2653"
"2654",,125.7,37.9000000000001,"2654"
"2655",,125.75,37.9000000000001,"2655"
"2656",,125.8,37.9000000000001,"2656"
"2657",,125.85,37.9000000000001,"2657"
"2658",,125.9,37.9000000000001,"2658"
"2659",,125.95,37.9000000000001,"2659"
"2660",,126,37.9000000000001,"2660"
"2661",,126.05,37.9000000000001,"2661"
"2662",,126.1,37.9000000000001,"2662"
"2663",,126.15,37.9000000000001,"2663"
"2664",,126.2,37.9000000000001,"2664"
"2665",,126.25,37.9000000000001,"2665"
"2666",,126.3,37.9000000000001,"2666"
"2667",,126.35,37.9000000000001,"2667"
"2668",,126.4,37.9000000000001,"2668"
"2669",,126.45,37.9000000000001,"2669"
"2670",,126.5,37.9000000000001,"2670"
"2671",,126.55,37.9000000000001,"2671"
"2672",,126.6,37.9000000000001,"2672"
"2673",,126.65,37.9000000000001,"2673"
"2674",,126.7,37.9000000000001,"2674"
"2675",,126.75,37.9000000000001,"2675"
"2676",,126.8,37.9000000000001,"2676"
"2677",,126.85,37.9000000000001,"2677"
"2678",,126.9,37.9000000000001,"2678"
"2679",,126.95,37.9000000000001,"2679"
"2680",,127,37.9000000000001,"2680"
"2681",,127.05,37.9000000000001,"2681"
"2682",,127.1,37.9000000000001,"2682"
"2683",,127.15,37.9000000000001,"2683"
"2684",,127.2,37.9000000000001,"2684"
"2685",,127.25,37.9000000000001,"2685"
"2686",,127.3,37.9000000000001,"2686"
"2687",,127.35,37.9000000000001,"2687"
"2688",,127.4,37.9000000000001,"2688"
"2689",,127.45,37.9000000000001,"2689"
"2690",,127.5,37.9000000000001,"2690"
"2691",,127.55,37.9000000000001,"2691"
"2692",,127.6,37.9000000000001,"2692"
"2693",,127.65,37.9000000000001,"2693"
"2694",,127.7,37.9000000000001,"2694"
"2695",,127.75,37.9000000000001,"2695"
"2696",,127.8,37.9000000000001,"2696"
"2697",,127.85,37.9000000000001,"2697"
"2698",,127.9,37.9000000000001,"2698"
"2699",,127.95,37.9000000000001,"2699"
"2700",,128,37.9000000000001,"2700"
"2701",,128.05,37.9000000000001,"2701"
"2702",,128.1,37.9000000000001,"2702"
"2703",,128.15,37.9000000000001,"2703"
"2704",,128.2,37.9000000000001,"2704"
"2705",,128.25,37.9000000000001,"2705"
"2706",,128.3,37.9000000000001,"2706"
"2707",,128.35,37.9000000000001,"2707"
"2708",,128.4,37.9000000000001,"2708"
"2709",,128.45,37.9000000000001,"2709"
"2710",,128.5,37.9000000000001,"2710"
"2711",,128.55,37.9000000000001,"2711"
"2712",,128.6,37.9000000000001,"2712"
"2713",,128.65,37.9000000000001,"2713"
"2714",,128.7,37.9000000000001,"2714"
"2715",,128.75,37.9000000000001,"2715"
"2716",,128.8,37.9000000000001,"2716"
"2717",,128.85,37.9000000000001,"2717"
"2718",,128.9,37.9000000000001,"2718"
"2719",,128.95,37.9000000000001,"2719"
"2720",,129,37.9000000000001,"2720"
"2721",,129.05,37.9000000000001,"2721"
"2722",,129.1,37.9000000000001,"2722"
"2723",,129.15,37.9000000000001,"2723"
"2724",,129.2,37.9000000000001,"2724"
"2725",,129.25,37.9000000000001,"2725"
"2726",,129.3,37.9000000000001,"2726"
"2727",,129.35,37.9000000000001,"2727"
"2728",,129.4,37.9000000000001,"2728"
"2729",,129.45,37.9000000000001,"2729"
"2730",,129.5,37.9000000000001,"2730"
"2731",,129.55,37.9000000000001,"2731"
"2732",,129.6,37.9000000000001,"2732"
"2733",,129.65,37.9000000000001,"2733"
"2734",,129.7,37.9000000000001,"2734"
"2735",,129.75,37.9000000000001,"2735"
"2736",,129.8,37.9000000000001,"2736"
"2737",,129.85,37.9000000000001,"2737"
"2738",,129.9,37.9000000000001,"2738"
"2739",,129.95,37.9000000000001,"2739"
"2740",,130,37.9000000000001,"2740"
"2741",,130.05,37.9000000000001,"2741"
"2742",,130.1,37.9000000000001,"2742"
"2743",,130.15,37.9000000000001,"2743"
"2744",,130.2,37.9000000000001,"2744"
"2745",,130.25,37.9000000000001,"2745"
"2746",,130.3,37.9000000000001,"2746"
"2747",,130.35,37.9000000000001,"2747"
"2748",,130.4,37.9000000000001,"2748"
"2749",,130.45,37.9000000000001,"2749"
"2750",,130.5,37.9000000000001,"2750"
"2751",,130.55,37.9000000000001,"2751"
"2752",,130.6,37.9000000000001,"2752"
"2753",,130.65,37.9000000000001,"2753"
"2754",,130.7,37.9000000000001,"2754"
"2755",,130.75,37.9000000000001,"2755"
"2756",,130.8,37.9000000000001,"2756"
"2757",,130.85,37.9000000000001,"2757"
"2758",,130.9,37.9000000000001,"2758"
"2759",,130.950000000001,37.9000000000001,"2759"
"2760",,125,37.8500000000001,"2760"
"2761",,125.05,37.8500000000001,"2761"
"2762",,125.1,37.8500000000001,"2762"
"2763",,125.15,37.8500000000001,"2763"
"2764",,125.2,37.8500000000001,"2764"
"2765",,125.25,37.8500000000001,"2765"
"2766",,125.3,37.8500000000001,"2766"
"2767",,125.35,37.8500000000001,"2767"
"2768",,125.4,37.8500000000001,"2768"
"2769",,125.45,37.8500000000001,"2769"
"2770",,125.5,37.8500000000001,"2770"
"2771",,125.55,37.8500000000001,"2771"
"2772",,125.6,37.8500000000001,"2772"
"2773",,125.65,37.8500000000001,"2773"
"2774",,125.7,37.8500000000001,"2774"
"2775",,125.75,37.8500000000001,"2775"
"2776",,125.8,37.8500000000001,"2776"
"2777",,125.85,37.8500000000001,"2777"
"2778",,125.9,37.8500000000001,"2778"
"2779",,125.95,37.8500000000001,"2779"
"2780",,126,37.8500000000001,"2780"
"2781",,126.05,37.8500000000001,"2781"
"2782",,126.1,37.8500000000001,"2782"
"2783",,126.15,37.8500000000001,"2783"
"2784",,126.2,37.8500000000001,"2784"
"2785",,126.25,37.8500000000001,"2785"
"2786",,126.3,37.8500000000001,"2786"
"2787",,126.35,37.8500000000001,"2787"
"2788",,126.4,37.8500000000001,"2788"
"2789",,126.45,37.8500000000001,"2789"
"2790",,126.5,37.8500000000001,"2790"
"2791",,126.55,37.8500000000001,"2791"
"2792",,126.6,37.8500000000001,"2792"
"2793",,126.65,37.8500000000001,"2793"
"2794",,126.7,37.8500000000001,"2794"
"2795",,126.75,37.8500000000001,"2795"
"2796",,126.8,37.8500000000001,"2796"
"2797",,126.85,37.8500000000001,"2797"
"2798",,126.9,37.8500000000001,"2798"
"2799",,126.95,37.8500000000001,"2799"
"2800",,127,37.8500000000001,"2800"
"2801",,127.05,37.8500000000001,"2801"
"2802",,127.1,37.8500000000001,"2802"
"2803",,127.15,37.8500000000001,"2803"
"2804",,127.2,37.8500000000001,"2804"
"2805",,127.25,37.8500000000001,"2805"
"2806",,127.3,37.8500000000001,"2806"
"2807",,127.35,37.8500000000001,"2807"
"2808",,127.4,37.8500000000001,"2808"
"2809",,127.45,37.8500000000001,"2809"
"2810",,127.5,37.8500000000001,"2810"
"2811",,127.55,37.8500000000001,"2811"
"2812",,127.6,37.8500000000001,"2812"
"2813",,127.65,37.8500000000001,"2813"
"2814",,127.7,37.8500000000001,"2814"
"2815",,127.75,37.8500000000001,"2815"
"2816",,127.8,37.8500000000001,"2816"
"2817",,127.85,37.8500000000001,"2817"
"2818",,127.9,37.8500000000001,"2818"
"2819",,127.95,37.8500000000001,"2819"
"2820",,128,37.8500000000001,"2820"
"2821",,128.05,37.8500000000001,"2821"
"2822",,128.1,37.8500000000001,"2822"
"2823",,128.15,37.8500000000001,"2823"
"2824",,128.2,37.8500000000001,"2824"
"2825",,128.25,37.8500000000001,"2825"
"2826",,128.3,37.8500000000001,"2826"
"2827",,128.35,37.8500000000001,"2827"
"2828",,128.4,37.8500000000001,"2828"
"2829",,128.45,37.8500000000001,"2829"
"2830",,128.5,37.8500000000001,"2830"
"2831",,128.55,37.8500000000001,"2831"
"2832",,128.6,37.8500000000001,"2832"
"2833",,128.65,37.8500000000001,"2833"
"2834",,128.7,37.8500000000001,"2834"
"2835",,128.75,37.8500000000001,"2835"
"2836",,128.8,37.8500000000001,"2836"
"2837",,128.85,37.8500000000001,"2837"
"2838",,128.9,37.8500000000001,"2838"
"2839",,128.95,37.8500000000001,"2839"
"2840",,129,37.8500000000001,"2840"
"2841",,129.05,37.8500000000001,"2841"
"2842",,129.1,37.8500000000001,"2842"
"2843",,129.15,37.8500000000001,"2843"
"2844",,129.2,37.8500000000001,"2844"
"2845",,129.25,37.8500000000001,"2845"
"2846",,129.3,37.8500000000001,"2846"
"2847",,129.35,37.8500000000001,"2847"
"2848",,129.4,37.8500000000001,"2848"
"2849",,129.45,37.8500000000001,"2849"
"2850",,129.5,37.8500000000001,"2850"
"2851",,129.55,37.8500000000001,"2851"
"2852",,129.6,37.8500000000001,"2852"
"2853",,129.65,37.8500000000001,"2853"
"2854",,129.7,37.8500000000001,"2854"
"2855",,129.75,37.8500000000001,"2855"
"2856",,129.8,37.8500000000001,"2856"
"2857",,129.85,37.8500000000001,"2857"
"2858",,129.9,37.8500000000001,"2858"
"2859",,129.95,37.8500000000001,"2859"
"2860",,130,37.8500000000001,"2860"
"2861",,130.05,37.8500000000001,"2861"
"2862",,130.1,37.8500000000001,"2862"
"2863",,130.15,37.8500000000001,"2863"
"2864",,130.2,37.8500000000001,"2864"
"2865",,130.25,37.8500000000001,"2865"
"2866",,130.3,37.8500000000001,"2866"
"2867",,130.35,37.8500000000001,"2867"
"2868",,130.4,37.8500000000001,"2868"
"2869",,130.45,37.8500000000001,"2869"
"2870",,130.5,37.8500000000001,"2870"
"2871",,130.55,37.8500000000001,"2871"
"2872",,130.6,37.8500000000001,"2872"
"2873",,130.65,37.8500000000001,"2873"
"2874",,130.7,37.8500000000001,"2874"
"2875",,130.75,37.8500000000001,"2875"
"2876",,130.8,37.8500000000001,"2876"
"2877",,130.85,37.8500000000001,"2877"
"2878",,130.9,37.8500000000001,"2878"
"2879",,130.950000000001,37.8500000000001,"2879"
"2880",,125,37.8000000000001,"2880"
"2881",,125.05,37.8000000000001,"2881"
"2882",,125.1,37.8000000000001,"2882"
"2883",,125.15,37.8000000000001,"2883"
"2884",,125.2,37.8000000000001,"2884"
"2885",,125.25,37.8000000000001,"2885"
"2886",,125.3,37.8000000000001,"2886"
"2887",,125.35,37.8000000000001,"2887"
"2888",,125.4,37.8000000000001,"2888"
"2889",,125.45,37.8000000000001,"2889"
"2890",,125.5,37.8000000000001,"2890"
"2891",,125.55,37.8000000000001,"2891"
"2892",,125.6,37.8000000000001,"2892"
"2893",,125.65,37.8000000000001,"2893"
"2894",,125.7,37.8000000000001,"2894"
"2895",,125.75,37.8000000000001,"2895"
"2896",,125.8,37.8000000000001,"2896"
"2897",,125.85,37.8000000000001,"2897"
"2898",,125.9,37.8000000000001,"2898"
"2899",,125.95,37.8000000000001,"2899"
"2900",,126,37.8000000000001,"2900"
"2901",,126.05,37.8000000000001,"2901"
"2902",,126.1,37.8000000000001,"2902"
"2903",,126.15,37.8000000000001,"2903"
"2904",,126.2,37.8000000000001,"2904"
"2905",,126.25,37.8000000000001,"2905"
"2906",,126.3,37.8000000000001,"2906"
"2907",,126.35,37.8000000000001,"2907"
"2908",,126.4,37.8000000000001,"2908"
"2909",,126.45,37.8000000000001,"2909"
"2910",,126.5,37.8000000000001,"2910"
"2911",,126.55,37.8000000000001,"2911"
"2912",,126.6,37.8000000000001,"2912"
"2913",,126.65,37.8000000000001,"2913"
"2914",,126.7,37.8000000000001,"2914"
"2915",,126.75,37.8000000000001,"2915"
"2916",,126.8,37.8000000000001,"2916"
"2917",,126.85,37.8000000000001,"2917"
"2918",,126.9,37.8000000000001,"2918"
"2919",,126.95,37.8000000000001,"2919"
"2920",,127,37.8000000000001,"2920"
"2921",,127.05,37.8000000000001,"2921"
"2922",,127.1,37.8000000000001,"2922"
"2923",,127.15,37.8000000000001,"2923"
"2924",,127.2,37.8000000000001,"2924"
"2925",,127.25,37.8000000000001,"2925"
"2926",,127.3,37.8000000000001,"2926"
"2927",,127.35,37.8000000000001,"2927"
"2928",,127.4,37.8000000000001,"2928"
"2929",,127.45,37.8000000000001,"2929"
"2930",,127.5,37.8000000000001,"2930"
"2931",,127.55,37.8000000000001,"2931"
"2932",,127.6,37.8000000000001,"2932"
"2933",,127.65,37.8000000000001,"2933"
"2934",,127.7,37.8000000000001,"2934"
"2935",,127.75,37.8000000000001,"2935"
"2936",,127.8,37.8000000000001,"2936"
"2937",,127.85,37.8000000000001,"2937"
"2938",,127.9,37.8000000000001,"2938"
"2939",,127.95,37.8000000000001,"2939"
"2940",,128,37.8000000000001,"2940"
"2941",,128.05,37.8000000000001,"2941"
"2942",,128.1,37.8000000000001,"2942"
"2943",,128.15,37.8000000000001,"2943"
"2944",,128.2,37.8000000000001,"2944"
"2945",,128.25,37.8000000000001,"2945"
"2946",,128.3,37.8000000000001,"2946"
"2947",,128.35,37.8000000000001,"2947"
"2948",,128.4,37.8000000000001,"2948"
"2949",,128.45,37.8000000000001,"2949"
"2950",,128.5,37.8000000000001,"2950"
"2951",,128.55,37.8000000000001,"2951"
"2952",,128.6,37.8000000000001,"2952"
"2953",,128.65,37.8000000000001,"2953"
"2954",,128.7,37.8000000000001,"2954"
"2955",,128.75,37.8000000000001,"2955"
"2956",,128.8,37.8000000000001,"2956"
"2957",,128.85,37.8000000000001,"2957"
"2958",,128.9,37.8000000000001,"2958"
"2959",,128.95,37.8000000000001,"2959"
"2960",,129,37.8000000000001,"2960"
"2961",,129.05,37.8000000000001,"2961"
"2962",,129.1,37.8000000000001,"2962"
"2963",,129.15,37.8000000000001,"2963"
"2964",,129.2,37.8000000000001,"2964"
"2965",,129.25,37.8000000000001,"2965"
"2966",,129.3,37.8000000000001,"2966"
"2967",,129.35,37.8000000000001,"2967"
"2968",,129.4,37.8000000000001,"2968"
"2969",,129.45,37.8000000000001,"2969"
"2970",,129.5,37.8000000000001,"2970"
"2971",,129.55,37.8000000000001,"2971"
"2972",,129.6,37.8000000000001,"2972"
"2973",,129.65,37.8000000000001,"2973"
"2974",,129.7,37.8000000000001,"2974"
"2975",,129.75,37.8000000000001,"2975"
"2976",,129.8,37.8000000000001,"2976"
"2977",,129.85,37.8000000000001,"2977"
"2978",,129.9,37.8000000000001,"2978"
"2979",,129.95,37.8000000000001,"2979"
"2980",,130,37.8000000000001,"2980"
"2981",,130.05,37.8000000000001,"2981"
"2982",,130.1,37.8000000000001,"2982"
"2983",,130.15,37.8000000000001,"2983"
"2984",,130.2,37.8000000000001,"2984"
"2985",,130.25,37.8000000000001,"2985"
"2986",,130.3,37.8000000000001,"2986"
"2987",,130.35,37.8000000000001,"2987"
"2988",,130.4,37.8000000000001,"2988"
"2989",,130.45,37.8000000000001,"2989"
"2990",,130.5,37.8000000000001,"2990"
"2991",,130.55,37.8000000000001,"2991"
"2992",,130.6,37.8000000000001,"2992"
"2993",,130.65,37.8000000000001,"2993"
"2994",,130.7,37.8000000000001,"2994"
"2995",,130.75,37.8000000000001,"2995"
"2996",,130.8,37.8000000000001,"2996"
"2997",,130.85,37.8000000000001,"2997"
"2998",,130.9,37.8000000000001,"2998"
"2999",,130.950000000001,37.8000000000001,"2999"
"3000",,125,37.7500000000001,"3000"
"3001",,125.05,37.7500000000001,"3001"
"3002",,125.1,37.7500000000001,"3002"
"3003",,125.15,37.7500000000001,"3003"
"3004",,125.2,37.7500000000001,"3004"
"3005",,125.25,37.7500000000001,"3005"
"3006",,125.3,37.7500000000001,"3006"
"3007",,125.35,37.7500000000001,"3007"
"3008",,125.4,37.7500000000001,"3008"
"3009",,125.45,37.7500000000001,"3009"
"3010",,125.5,37.7500000000001,"3010"
"3011",,125.55,37.7500000000001,"3011"
"3012",,125.6,37.7500000000001,"3012"
"3013",,125.65,37.7500000000001,"3013"
"3014",,125.7,37.7500000000001,"3014"
"3015",,125.75,37.7500000000001,"3015"
"3016",,125.8,37.7500000000001,"3016"
"3017",,125.85,37.7500000000001,"3017"
"3018",,125.9,37.7500000000001,"3018"
"3019",,125.95,37.7500000000001,"3019"
"3020",,126,37.7500000000001,"3020"
"3021",,126.05,37.7500000000001,"3021"
"3022",,126.1,37.7500000000001,"3022"
"3023",,126.15,37.7500000000001,"3023"
"3024",,126.2,37.7500000000001,"3024"
"3025",,126.25,37.7500000000001,"3025"
"3026",,126.3,37.7500000000001,"3026"
"3027",,126.35,37.7500000000001,"3027"
"3028",,126.4,37.7500000000001,"3028"
"3029",,126.45,37.7500000000001,"3029"
"3030",,126.5,37.7500000000001,"3030"
"3031",,126.55,37.7500000000001,"3031"
"3032",,126.6,37.7500000000001,"3032"
"3033",,126.65,37.7500000000001,"3033"
"3034",,126.7,37.7500000000001,"3034"
"3035",,126.75,37.7500000000001,"3035"
"3036",,126.8,37.7500000000001,"3036"
"3037",,126.85,37.7500000000001,"3037"
"3038",,126.9,37.7500000000001,"3038"
"3039",,126.95,37.7500000000001,"3039"
"3040",,127,37.7500000000001,"3040"
"3041",,127.05,37.7500000000001,"3041"
"3042",,127.1,37.7500000000001,"3042"
"3043",,127.15,37.7500000000001,"3043"
"3044",,127.2,37.7500000000001,"3044"
"3045",,127.25,37.7500000000001,"3045"
"3046",,127.3,37.7500000000001,"3046"
"3047",,127.35,37.7500000000001,"3047"
"3048",,127.4,37.7500000000001,"3048"
"3049",,127.45,37.7500000000001,"3049"
"3050",,127.5,37.7500000000001,"3050"
"3051",,127.55,37.7500000000001,"3051"
"3052",,127.6,37.7500000000001,"3052"
"3053",,127.65,37.7500000000001,"3053"
"3054",,127.7,37.7500000000001,"3054"
"3055",,127.75,37.7500000000001,"3055"
"3056",,127.8,37.7500000000001,"3056"
"3057",,127.85,37.7500000000001,"3057"
"3058",,127.9,37.7500000000001,"3058"
"3059",,127.95,37.7500000000001,"3059"
"3060",,128,37.7500000000001,"3060"
"3061",,128.05,37.7500000000001,"3061"
"3062",,128.1,37.7500000000001,"3062"
"3063",,128.15,37.7500000000001,"3063"
"3064",,128.2,37.7500000000001,"3064"
"3065",,128.25,37.7500000000001,"3065"
"3066",,128.3,37.7500000000001,"3066"
"3067",,128.35,37.7500000000001,"3067"
"3068",,128.4,37.7500000000001,"3068"
"3069",,128.45,37.7500000000001,"3069"
"3070",,128.5,37.7500000000001,"3070"
"3071",,128.55,37.7500000000001,"3071"
"3072",,128.6,37.7500000000001,"3072"
"3073",,128.65,37.7500000000001,"3073"
"3074",,128.7,37.7500000000001,"3074"
"3075",,128.75,37.7500000000001,"3075"
"3076",,128.8,37.7500000000001,"3076"
"3077",,128.85,37.7500000000001,"3077"
"3078",,128.9,37.7500000000001,"3078"
"3079",,128.95,37.7500000000001,"3079"
"3080",,129,37.7500000000001,"3080"
"3081",,129.05,37.7500000000001,"3081"
"3082",,129.1,37.7500000000001,"3082"
"3083",,129.15,37.7500000000001,"3083"
"3084",,129.2,37.7500000000001,"3084"
"3085",,129.25,37.7500000000001,"3085"
"3086",,129.3,37.7500000000001,"3086"
"3087",,129.35,37.7500000000001,"3087"
"3088",,129.4,37.7500000000001,"3088"
"3089",,129.45,37.7500000000001,"3089"
"3090",,129.5,37.7500000000001,"3090"
"3091",,129.55,37.7500000000001,"3091"
"3092",,129.6,37.7500000000001,"3092"
"3093",,129.65,37.7500000000001,"3093"
"3094",,129.7,37.7500000000001,"3094"
"3095",,129.75,37.7500000000001,"3095"
"3096",,129.8,37.7500000000001,"3096"
"3097",,129.85,37.7500000000001,"3097"
"3098",,129.9,37.7500000000001,"3098"
"3099",,129.95,37.7500000000001,"3099"
"3100",,130,37.7500000000001,"3100"
"3101",,130.05,37.7500000000001,"3101"
"3102",,130.1,37.7500000000001,"3102"
"3103",,130.15,37.7500000000001,"3103"
"3104",,130.2,37.7500000000001,"3104"
"3105",,130.25,37.7500000000001,"3105"
"3106",,130.3,37.7500000000001,"3106"
"3107",,130.35,37.7500000000001,"3107"
"3108",,130.4,37.7500000000001,"3108"
"3109",,130.45,37.7500000000001,"3109"
"3110",,130.5,37.7500000000001,"3110"
"3111",,130.55,37.7500000000001,"3111"
"3112",,130.6,37.7500000000001,"3112"
"3113",,130.65,37.7500000000001,"3113"
"3114",,130.7,37.7500000000001,"3114"
"3115",,130.75,37.7500000000001,"3115"
"3116",,130.8,37.7500000000001,"3116"
"3117",,130.85,37.7500000000001,"3117"
"3118",,130.9,37.7500000000001,"3118"
"3119",,130.950000000001,37.7500000000001,"3119"
"3120",,125,37.7000000000001,"3120"
"3121",,125.05,37.7000000000001,"3121"
"3122",,125.1,37.7000000000001,"3122"
"3123",,125.15,37.7000000000001,"3123"
"3124",,125.2,37.7000000000001,"3124"
"3125",,125.25,37.7000000000001,"3125"
"3126",,125.3,37.7000000000001,"3126"
"3127",,125.35,37.7000000000001,"3127"
"3128",,125.4,37.7000000000001,"3128"
"3129",,125.45,37.7000000000001,"3129"
"3130",,125.5,37.7000000000001,"3130"
"3131",,125.55,37.7000000000001,"3131"
"3132",,125.6,37.7000000000001,"3132"
"3133",,125.65,37.7000000000001,"3133"
"3134",,125.7,37.7000000000001,"3134"
"3135",,125.75,37.7000000000001,"3135"
"3136",,125.8,37.7000000000001,"3136"
"3137",,125.85,37.7000000000001,"3137"
"3138",,125.9,37.7000000000001,"3138"
"3139",,125.95,37.7000000000001,"3139"
"3140",,126,37.7000000000001,"3140"
"3141",,126.05,37.7000000000001,"3141"
"3142",,126.1,37.7000000000001,"3142"
"3143",,126.15,37.7000000000001,"3143"
"3144",,126.2,37.7000000000001,"3144"
"3145",,126.25,37.7000000000001,"3145"
"3146",,126.3,37.7000000000001,"3146"
"3147",,126.35,37.7000000000001,"3147"
"3148",,126.4,37.7000000000001,"3148"
"3149",,126.45,37.7000000000001,"3149"
"3150",,126.5,37.7000000000001,"3150"
"3151",,126.55,37.7000000000001,"3151"
"3152",,126.6,37.7000000000001,"3152"
"3153",,126.65,37.7000000000001,"3153"
"3154",,126.7,37.7000000000001,"3154"
"3155",,126.75,37.7000000000001,"3155"
"3156",,126.8,37.7000000000001,"3156"
"3157",,126.85,37.7000000000001,"3157"
"3158",,126.9,37.7000000000001,"3158"
"3159",,126.95,37.7000000000001,"3159"
"3160",,127,37.7000000000001,"3160"
"3161",,127.05,37.7000000000001,"3161"
"3162",,127.1,37.7000000000001,"3162"
"3163",,127.15,37.7000000000001,"3163"
"3164",,127.2,37.7000000000001,"3164"
"3165",,127.25,37.7000000000001,"3165"
"3166",,127.3,37.7000000000001,"3166"
"3167",,127.35,37.7000000000001,"3167"
"3168",,127.4,37.7000000000001,"3168"
"3169",,127.45,37.7000000000001,"3169"
"3170",,127.5,37.7000000000001,"3170"
"3171",,127.55,37.7000000000001,"3171"
"3172",,127.6,37.7000000000001,"3172"
"3173",,127.65,37.7000000000001,"3173"
"3174",,127.7,37.7000000000001,"3174"
"3175",,127.75,37.7000000000001,"3175"
"3176",,127.8,37.7000000000001,"3176"
"3177",,127.85,37.7000000000001,"3177"
"3178",,127.9,37.7000000000001,"3178"
"3179",,127.95,37.7000000000001,"3179"
"3180",,128,37.7000000000001,"3180"
"3181",,128.05,37.7000000000001,"3181"
"3182",,128.1,37.7000000000001,"3182"
"3183",,128.15,37.7000000000001,"3183"
"3184",,128.2,37.7000000000001,"3184"
"3185",,128.25,37.7000000000001,"3185"
"3186",,128.3,37.7000000000001,"3186"
"3187",,128.35,37.7000000000001,"3187"
"3188",,128.4,37.7000000000001,"3188"
"3189",,128.45,37.7000000000001,"3189"
"3190",,128.5,37.7000000000001,"3190"
"3191",,128.55,37.7000000000001,"3191"
"3192",,128.6,37.7000000000001,"3192"
"3193",,128.65,37.7000000000001,"3193"
"3194",,128.7,37.7000000000001,"3194"
"3195",,128.75,37.7000000000001,"3195"
"3196",,128.8,37.7000000000001,"3196"
"3197",,128.85,37.7000000000001,"3197"
"3198",,128.9,37.7000000000001,"3198"
"3199",,128.95,37.7000000000001,"3199"
"3200",,129,37.7000000000001,"3200"
"3201",,129.05,37.7000000000001,"3201"
"3202",,129.1,37.7000000000001,"3202"
"3203",,129.15,37.7000000000001,"3203"
"3204",,129.2,37.7000000000001,"3204"
"3205",,129.25,37.7000000000001,"3205"
"3206",,129.3,37.7000000000001,"3206"
"3207",,129.35,37.7000000000001,"3207"
"3208",,129.4,37.7000000000001,"3208"
"3209",,129.45,37.7000000000001,"3209"
"3210",,129.5,37.7000000000001,"3210"
"3211",,129.55,37.7000000000001,"3211"
"3212",,129.6,37.7000000000001,"3212"
"3213",,129.65,37.7000000000001,"3213"
"3214",,129.7,37.7000000000001,"3214"
"3215",,129.75,37.7000000000001,"3215"
"3216",,129.8,37.7000000000001,"3216"
"3217",,129.85,37.7000000000001,"3217"
"3218",,129.9,37.7000000000001,"3218"
"3219",,129.95,37.7000000000001,"3219"
"3220",,130,37.7000000000001,"3220"
"3221",,130.05,37.7000000000001,"3221"
"3222",,130.1,37.7000000000001,"3222"
"3223",,130.15,37.7000000000001,"3223"
"3224",,130.2,37.7000000000001,"3224"
"3225",,130.25,37.7000000000001,"3225"
"3226",,130.3,37.7000000000001,"3226"
"3227",,130.35,37.7000000000001,"3227"
"3228",,130.4,37.7000000000001,"3228"
"3229",,130.45,37.7000000000001,"3229"
"3230",,130.5,37.7000000000001,"3230"
"3231",,130.55,37.7000000000001,"3231"
"3232",,130.6,37.7000000000001,"3232"
"3233",,130.65,37.7000000000001,"3233"
"3234",,130.7,37.7000000000001,"3234"
"3235",,130.75,37.7000000000001,"3235"
"3236",,130.8,37.7000000000001,"3236"
"3237",,130.85,37.7000000000001,"3237"
"3238",,130.9,37.7000000000001,"3238"
"3239",,130.950000000001,37.7000000000001,"3239"
"3240",,125,37.6500000000001,"3240"
"3241",,125.05,37.6500000000001,"3241"
"3242",,125.1,37.6500000000001,"3242"
"3243",,125.15,37.6500000000001,"3243"
"3244",,125.2,37.6500000000001,"3244"
"3245",,125.25,37.6500000000001,"3245"
"3246",,125.3,37.6500000000001,"3246"
"3247",,125.35,37.6500000000001,"3247"
"3248",,125.4,37.6500000000001,"3248"
"3249",,125.45,37.6500000000001,"3249"
"3250",,125.5,37.6500000000001,"3250"
"3251",,125.55,37.6500000000001,"3251"
